id,damana,espanol,estado,fuente
lfb_MLY_p079_s015,"¿Inzhina kinzhʉntka Rahab ingui nanzhe kawandzina? Josué 2:1-24; 6:1-27; Hebreos 11:30, 31; Santiago 2:24-26.","Josué 2:1-24; 6:1-27; Hebreos 11:30, 31; Santiago 2:24-26.",aprobado,lfb oraciones
lfb_MLY_p080_s001,Josué ingui gabaonitandzina ʉndua gunama Canaán zhanandzinaga kagʉntuna awantka Jericógka zhaneka awantka.,Otras naciones de Canaán se enteraron de lo que había pasado en Jericó.,revisar,lfb oraciones
lfb_MLY_p080_s003,Zhaguashekandzina mema gunamandzinanzhe dzazhinzhukuma awantka tshijkoshega israelitandzinawin.,Los reyes de esas naciones decidieron unirse para pelear contra los israelitas.,aprobado,lfb oraciones
lfb_MLY_p080_s004,Ukuashkʉ Gabaón zhanandzinaga uguana awantka inzhina dzinekʉnka.,Pero a los habitantes de Gabaón se les ocurrió una idea.,aprobado,lfb oraciones
lfb_MLY_p080_s005,"Dzʉnkʉjte awantka mʉkʉjsala tʉna, ukuemdzi dzinaia awantka Josué nukueku ukuemdzi kʉzhia: “Nakʉnukurra kangʉma mʉla zhʉngʉrgamdzi.","Se pusieron ropa gastada, fueron a ver a Josué y le dijeron: “Venimos de una tierra lejana.",aprobado,lfb oraciones
lfb_MLY_p080_s006,Tujkua awantkurra Jehová ingegua ingui kʉ na neka awantka mawitʉjka Egiptuka ingui Moabka.,Hemos oído acerca de Jehová y de todas las cosas que ha hecho por ustedes en Egipto y en Moab.,aprobado,lfb oraciones
lfb_MLY_p080_s007,"Mawiga naiguia maunkuerru nawiwin koshún mʉnantkua, awerru nawi mawinzhe iba neka nanunkurra”.","Si prometen que no nos van a atacar, seremos sus sirvientes”.",aprobado,lfb oraciones
lfb_MLY_p080_s008,Josuéga we uguana memé nunkuame kakaia ijkʉnawin koshún nantka.,Josué les creyó y les prometió que no los atacaría.,aprobado,lfb oraciones
lfb_MLY_p080_s009,"Ukuashkʉ maindzuia ukuemdzi, Josuéga gʉntuna awantka gabaonitandzina kangʉma mʉla zhʉngʉrgazhana dzinanuntka, Canaánzhana dzinanantka.","Pero, tres días después, Josué descubrió que en realidad los gabaonitas no eran de una tierra lejana, sino que eran de Canaán.",aprobado,lfb oraciones
lfb_MLY_p080_s010,"Memé nunkuame, Josuéga ashizha: “¿Inzhué kuisa namashemkua?”. Ijkʉnaga gʉgaso: “Zen naikʉnashi nukuame.","Por eso, Josué les preguntó: “¿Por qué nos han mentido?”.",revisar,lfb oraciones
lfb_MLY_p080_s012,"Naigʉntsha Jehová mawinzhe Kunkujshina koshka mawitʉjka.Tshui naiguana, nainguagunazhi”.",Ellos le respondieron: “Porque teníamos miedo.,aprobado,lfb oraciones
lfb_MLY_p080_s013,Josuéga kʉnzhakujtsha awantka ijkaguia ukua ukuemdzi inzhinangua auñí awantka.,Sabemos que Jehová su Dios pelea por ustedes.,aprobado,lfb oraciones
lfb_MLY_p080_s014,"Ukuemdzi, ʉjtshigua zhaguashekandzina cananeo zhanandzina ijkʉnanzhe shka koshkandzinawin tshijkoshʉn naia awantka","Por favor, no nos maten”. Josué cumplió su promesa y no les hizo nada.",revisar,lfb oraciones
lfb_MLY_p081_s001,“On mʉnguakunkuashkʉ on nantka ingui no mʉnguakunkuashkʉ no nanʉnka.,"“Cuando digan ‘sí’, que sea sí, y, cuando digan ‘no’, que sea no.",revisar,lfb oraciones
lfb_MLY_p081_s002,Imé nanún nanuerru ñingui mawiga guaka maunkua ijkʉnushimbamdzi nakʉnuka” (Mateo 5:37).,"Cualquier cosa que se diga además de esto viene del Maligno” (Mateo 5:37). Al poco tiempo, cinco reyes cananeos con sus ejércitos fueron a atacar a los gabaonitas.",revisar,lfb oraciones
lfb_MLY_p081_s003,gabaonitandzinawin. Josué ingui nanzhe koshkandzinawin dzinaia awantka sheku ijkua awega gabaonitandzina.,Josué y su ejército marcharon toda la noche para ir a rescatar a los gabaonitas.,revisar,lfb oraciones
lfb_MLY_p081_s005,Tshijkoshumpana awantka iashʉnka bukuengui.,"La batalla comenzó al día siguiente, muy temprano.",aprobado,lfb oraciones
lfb_MLY_p081_s006,"Cananeo zhanandzina dzinaiumpana kʉ nʉnkʉrga, Jehovága guashisha awantka gisi inginaiekuegandzinaga guaga awega.","Los cananeos empezaron a huir a todas partes, pero Jehová hizo que les cayeran encima grandes piedras de granizo.",aprobado,lfb oraciones
lfb_MLY_p081_s007,Ukuambarru Josuéga ashizha awantka Jehovága dzui nʉnguishisha awega.,Entonces Josué le pidió a Jehová que el Sol se quedara quieto.,aprobado,lfb oraciones
lfb_MLY_p081_s008,Buiengua dzui nʉngui makumuntka nunkuá.,El Sol nunca se había quedado quieto antes.,aprobado,lfb oraciones
lfb_MLY_p081_s009,¿Inzhué Josuéga mema shizha awantka?,¿Por qué pidió eso Josué?,aprobado,lfb oraciones
lfb_MLY_p081_s010,Jehovámba bʉgui we zhigunga nunkuame.,Porque confiaba muchísimo en Jehová.,aprobado,lfb oraciones
lfb_MLY_p081_s011,Memé nunkuame dzui ashuñí awantka.,Así que el Sol no se ocultó.,aprobado,lfb oraciones
lfb_MLY_p081_s012,Israelitandzinaga zhaguasheka cananeo zhanandzina ingui ijkʉnanzhe shkandzinawin uguminshún nunkuemdzi shetanún nanantka.,Ese día no se oscureció hasta que los israelitas vencieron a los reyes cananeos y sus ejércitos.,aprobado,lfb oraciones
lfb_MLY_p082_s001,ʉndua guasheka ingui moa mena zen kʉnakuntkandzina Josuéga ashanukua awantka Jehovánzhe gunamandzina bʉgui kʉgi ukuemdzi wida awantka 110 kʉgi kʉnzhʉnguashkʉ.,Josué guió al pueblo de Jehová durante muchos años y murió a la edad de 110.,revisar,lfb oraciones
lfb_MLY_p082_s003,Israelitandzinaga Jehová gagunga dzinanantka Josué kuazhangui nunkuashkʉ.,Los israelitas adoraron a Jehová mientras Josué estuvo vivo.,aprobado,lfb oraciones
lfb_MLY_p082_s004,"Widá ukuashkʉ, ʉndua kunkujshina gaguanumpana dzinekantka shka Canaán zhanandzinaie.","Pero cuando murió, empezaron a adorar ídolos igual que la gente de Canaán.",aprobado,lfb oraciones
lfb_MLY_p082_s005,"Israelitandzinaga Jehová kʉzhintujkún dzinunkuambarru, naka masha awantka zhaguasheka cananeo zhana Jabín zhiganukaga wandua awega.","Como los israelitas no siguieron obedeciendo a Jehová, él dejó que el rey cananeo Jabín les causara problemas.",aprobado,lfb oraciones
lfb_MLY_p082_s006,"Ukuambarru, gunamandzinaga Jehovága ashizha awantka anguneka awega.","Entonces, el pueblo le suplicó a Jehová que los ayudara.",aprobado,lfb oraciones
lfb_MLY_p082_s007,Memé nunkuame Jehovága anguga awantka shkua terrua Barac zhiganukaga anguneka awega.,Así que Jehová les dio un nuevo líder que se llamaba Barac.,aprobado,lfb oraciones
lfb_MLY_p082_s008,Naka anguneka awʉnka shkandzina ingui Jehová uguana awega.,Él ayudaría a la gente a adorar a Jehová otra vez.,aprobado,lfb oraciones
lfb_MLY_p082_s009,Débora nanantka shkua mena guaka Kunkujshinaga uguia uka.,"Débora era una profetisa, o sea, una mujer profeta.",aprobado,lfb oraciones
lfb_MLY_p082_s010,Naka ashizha awantka Baracga tuʉn naia awega ñingui Jehovága uguia awantka uguiega: “Naia ushi tshujkugulu Cisón 10.000 terruandzinawin kosha awega Jabínzhe shkandzinawin.,Ella le pidió a Barac que fuera a verla porque tenía que darle este mensaje de Jehová: “Ve al arroyo de Cisón con 10.000 hombres para pelear contra el ejército de Jabín.,aprobado,lfb oraciones
lfb_MLY_p082_s011,Mimi asisa awʉnka Sísara shamunku mema koshkandzinanzhe”.,"Allí vencerás a Sísara, el jefe de ese ejército”.",aprobado,lfb oraciones
lfb_MLY_p082_s012,"Baracga gʉgaso awantka Débora: “Naia awʉnga, awashkʉ ma rawin naia mawuerru”.","Barac le contestó a Débora: “Voy, pero solo si tú vas conmigo”.",aprobado,lfb oraciones
lfb_MLY_p082_s013,"Naka kaia: “Naia awʉnga mawin, awashkʉ mʉgʉntsha nanʉnka maka guagún mʉnantka Sísara.","Ella le dijo: “Iré contigo, pero tienes que saber que tú no matarás a Sísara.",aprobado,lfb oraciones
lfb_MLY_p082_s014,Jehovága guakantka ingui menaga guagʉnka”.,Jehová ha dicho que una mujer lo matará”. Débora subió al monteTabor junto con Barac y su ejército para prepararse para la batalla.,revisar,lfb oraciones
lfb_MLY_p082_s015,Débora argua awantka shimurruaTabor zhiganukʉrga Baracwin ingui nanzhe shka koshkandzinawin shezhingontka dzarguantka tshijkoshega.,"Cuando Sísara se enteró, reunió sus carros de guerra y sus tropas en el valle. Débora le dijo a Barac: “Hoy Jehová",revisar,lfb oraciones
lfb_MLY_p083_s001,"Sísaraga gʉntuna ukuashkʉ, saka awantka nanzhe karrundzina ingui caballundzinawin kosha awega kamkeka.",te dará la victoria”.,revisar,lfb oraciones
lfb_MLY_p083_s002,Déboraga kaia Barac: “Iwa Jehová zhanguminshʉn mʉnguashishʉnka”. Ukuambarru Barac ingui nanzhe 10.000 terruandzinawin dziuna awantka shimurruargamdzi kosha awega Sísaranzhe shka dʉma kʉnʉnkandzinawin.,Entonces Barac y sus 10.000 hombres bajaron de la montaña para atacar al poderoso ejército de Sísara.,revisar,lfb oraciones
lfb_MLY_p083_s004,"Ukuemdzi, Jehovága guashisha awantka tshujkugulu Cisón atunsha awega, Sísaranzhe karrundzina kʉ tshuirga mʉta awantka.","Después, Jehová hizo que el agua del arroyo de Cisón se desbordara, y los carros de guerra de Sísara se quedaron atrapados en el barro.",revisar,lfb oraciones
lfb_MLY_p083_s005,Sísara nanzhe karrumbamdzi ashena ukuemdzi naia awantka.,Sísara se bajó de su carro y se fue corriendo.,aprobado,lfb oraciones
lfb_MLY_p083_s006,"Barac ingui nanzhe shkandzinawin uguminsha awantka Sísaranzhe shkandzina, ukuashkʉ Sísara zhuarra ukuemdzi skuma awantka shkua mena Jael zhiganukanzhe urragamba.","Barac y sus soldados vencieron al ejército de Sísara, pero Sísara escapó y se escondió en la tienda donde vivía una mujer que se llamaba Jael.",aprobado,lfb oraciones
lfb_MLY_p083_s007,Naka unguazingʉma leche akawa ukuemdzi mʉkʉjsala imbi awantka. Mema koshka kʉwa awantka bʉgui ukujsanantka nukuame.,Ella le dio de beber un poco de leche y lo tapó con una manta.,revisar,lfb oraciones
lfb_MLY_p083_s009,"Na kʉjsuiguma awantka zi nazhi, ukuemdzi ampʉjkangui shkua kʉn shamunkumba ate ukuemdzi guaga awantka ukuashkʉ na widá awantka.",El guerrero se quedó dormido porque estaba muy cansado.,revisar,lfb oraciones
lfb_MLY_p083_s010,"Ukuemdzi, Barac kinkuma awantka Sísara sakʉn. Jael nanzhe urragambamdzi atuna ukuemdzi uguia: “Mʉta ushi, mʉtushisha awʉnga terrua sakʉmʉnuka”.","Entonces Jael se le acercó muy despacito, sin hacer ruido, le clavó una estaca de tienda en la cabeza, y él murió.",revisar,lfb oraciones
lfb_MLY_p083_s012,Barac urragʉrga mʉta ukuashkʉ tua awantka Sísara karga gagá widantka.,"Más tarde, llegó Barac buscando a Sísara.",aprobado,lfb oraciones
lfb_MLY_p083_s013,"Ukuambarru, Barac, Déborawin kanzhamaia awantka Jehová anzhakujtsha awega anguneka awantka nunkuame uguminsha awega na uguanuntkandzina.","Jael salió de su tienda y le dijo: “Entra, te mostraré al hombre que estás buscando”. Barac entró en la tienda y vio a Sísara allí tirado, muerto.",revisar,lfb oraciones
lfb_MLY_p083_s014,Shka Israel zhanandzina zumé tshijkuananantka 40 kʉgi. “Menandzina Kunkujshinanzhe ʉmpʉjsi zukuega dzinguaka bʉgui dzinʉnka” (Salmo 68:11).,"Entonces, Barac y Débora cantaron una canción para alabar a Jehová porque los había ayudado a vencer a sus enemigos.",revisar,lfb oraciones
lfb_MLY_p083_s016,Zhishizha: ¿Inzhina Déboraga anguneka awantka israelitandzina? ¿Inzhina naigʉntshujkuaga Jael zen kʉnakuntka nanantka?,La gente de Israel vivió en paz durante los siguientes 40 años.,revisar,lfb oraciones
lfb_MLY_p084_s001,Rut ingui Noemí Indzui zhʉnguashkʉ bʉgui margazhangantka Israelka.,Hubo un tiempo de hambre en Israel.,revisar,lfb oraciones
lfb_MLY_p084_s003,"Memé nunkuame, shkua mena israelita Noemí zhiganuka naia awantka nanzhe terruawin ingui nanzhe moa gʉmtshinawin kangʉma Moab zhiganukʉrga.","Por eso, una mujer israelita llamada Noemí se fue con su esposo y sus dos hijos a vivir a la tierra de Moab.",aprobado,lfb oraciones
lfb_MLY_p084_s004,"Ukuemdzi, Noemínzhe terrua wida awantka.","Después, el esposo de Noemí se murió.",aprobado,lfb oraciones
lfb_MLY_p084_s005,Nanzhe moa gʉmtshinandzina mena dzʉnkʉnguga awantka Moabitandzina: Rut ingui Orpá zhiganuka.,Sus hijos se casaron con dos moabitas: Rut y Orpá.,revisar,lfb oraciones
lfb_MLY_p084_s006,"Noemínzhe anzhʉngʉmandzina dziwida ukuashkʉ, mema tshui nanantka.",Pero fue triste que con el tiempo los hijos de Noemí también murieron.,aprobado,lfb oraciones
lfb_MLY_p084_s007,"Noemíga tujkua ukuashkʉ Israelka margazhangan nukún nʉnka, naia awantka ingui nanzhe kangʉmarga.","Cuando Noemí oyó que ya no había hambre en Israel, decidió regresar a su país.",aprobado,lfb oraciones
lfb_MLY_p084_s008,"Rut ingui Orpá naia awantka Noemíwin, ingunamba dzinainukuashkʉ Noemíga kakaia: “Mawi zumé mena mʉnunkua ingui zumé wuʉ mʉnunkua.","Rut y Orpá se fueron con ella, pero en el camino Noemí les dijo: “Ustedes han sido buenas esposas y buenas nueras.",aprobado,lfb oraciones
lfb_MLY_p084_s009,Nanduna ingui terrua ʉnkʉnguga awega. Naia ushau ingui mawinzhe urragʉrga Moab”.,Me gustaría que se casaran de nuevo.Vuelvan a su casa en Moab”.,revisar,lfb oraciones
lfb_MLY_p084_s011,"Ijkʉnaga gʉgaso: “Bʉgui mugungurra, maki mʉmashawi naimsi”. Noemíga ingui uguia naia ushau mawinzhe kangʉmarga.","Las mujeres le respondieron: “Te queremos mucho, no queremos dejarte sola”.",revisar,lfb oraciones
lfb_MLY_p084_s013,"zhiwʉsigá, Orpá naia awantka, ukuashkʉ Rut makuma awantka.",Noemí les repetía que regresaran a su tierra.,aprobado,lfb oraciones
lfb_MLY_p084_s014,Noemíga kaia Rut: “Orpá naia awantka nanzhe kangʉmarga ingui nanzhe kunkujshinandzina nugeku.,"Al final, Orpá se fue, pero Rut se quedó.",revisar,lfb oraciones
lfb_MLY_p084_s016,Naia ushi nawin manzhe abukena”. Ukuashkʉ Rutga kaia: “Mʉmashún nanga.,Noemí le dijo a Rut: “Orpá se ha vuelto a su pueblo y a sus dioses.Ve con ella y regresa a la casa de tu madre”.,revisar,lfb oraciones
lfb_MLY_p084_s018,"Manzhe gunamandzina ranzhe gunama nanʉnka, ingui manzhe Kunkujshina ranzhe Kunkujshina nanʉnka”.","Pero Rut le dijo: “No te dejaré. Tu pueblo será mi pueblo, y tu Dios será mi Dios”.",aprobado,lfb oraciones
lfb_MLY_p084_s019,¿Inzhina amtantka muguanu Noemí Rutga memé guaka ukuashkʉ?,¿Cómo crees que se sintió Noemí cuando Rut le dijo eso?,aprobado,lfb oraciones
lfb_MLY_p084_s020,Rut ingui Noemí kinkuma dzawantka Israel cebada tshijpeshʉn nukuandzuiamba.,Rut y Noemí llegaron a Israel al comienzo de la cosecha de la cebada.,aprobado,lfb oraciones
lfb_MLY_p084_s021,"Indzui zhʉnguashkʉ, Rut naia awantka cebada peshʉn Boaznzhe terga, na nanantka Rahabnzhe anzhʉngʉma.","Un día, Rutfue a recoger el grano que había sobrado en el campo de Boaz, que era el hijo de Rahab.",aprobado,lfb oraciones
lfb_MLY_p084_s022,Boazga tujkua awantka ingui mena moabitazhana Rut zhiganuka zumé nʉnka Noemíwin ingui nawin makuma awantka.,Boaz había oído que Rut era una moabita que había sido leal a Noemí y se había quedado con ella.,aprobado,lfb oraciones
lfb_MLY_p084_s023,Naka nanzhe ibanekandzina kaia masha maunkua unguazi cebada Rutga peshuwai.,Él les dijo a sus trabajadores que dejaran un poco más de grano en su campo para que Rut lo recogiera.,revisar,lfb oraciones
lfb_MLY_p085_s001,"Mema shia, Noemíga ashizha Rutga: “¿Bima terga ibanekʉn mʉnushi?”.","Esa noche, Noemí le preguntó a Rut: “¿En qué campo estuviste trabajando hoy?”.",aprobado,lfb oraciones
lfb_MLY_p085_s002,Rutga gʉgaso: “Boaznzhe terga”.,Rut le respondió: “En el campo de Boaz”.,aprobado,lfb oraciones
lfb_MLY_p085_s003,Noemíga kaia: “Boaz nʉnka kawa ranzhe terruanzhe.,Noemí le dijo: “Boaz es un familiar de mi esposo.,aprobado,lfb oraciones
lfb_MLY_p085_s004,Ibanekʉn mʉnukawarru nanzhe terga ʉndua menandzinawin.,Sigue trabajando en su campo con las otras muchachas.,aprobado,lfb oraciones
lfb_MLY_p085_s005,Mimi zumé mʉnukuʉnka”.,Allí estarás tranquila”.,aprobado,lfb oraciones
lfb_MLY_p085_s006,Rut ibanekasaná awantka cebada iʉl skumá ukuame Boaznzhe terga.,Rut siguió trabajando en el campo de Boaz hasta que terminó la cosecha.,aprobado,lfb oraciones
lfb_MLY_p085_s007,Boazga tua awantka Rut ingui mena zumé nʉnka ingui bʉgui ibaneka.,Boaz se dio cuenta de que Rut era una mujer excelente y muy trabajadora.,aprobado,lfb oraciones
lfb_MLY_p085_s008,"Mekungui zhʉnguashkʉ, ingui terrua gʉmtshina kʉnanuntka wida awanshkʉ, shkua kawaga ʉnkʉnguga awazhʉnga mema mena shamaia.","En ese tiempo, si un hombre moría y no tenía hijos, un familiar se podía casar con la viuda.",aprobado,lfb oraciones
lfb_MLY_p085_s009,Memé nunkuame Boazga ʉnkʉnguga awantka Rut. Shkua gʉmtshina kakʉneka ukua zhindzigate awantka Obed.,Así que Boaz se casó con Rut.Tuvieron un hijo y le pusieron por nombre Obed.,revisar,lfb oraciones
lfb_MLY_p085_s011,"Kʉgi anzhagi ukuemdzi, Obed nanantka David zhaguashekanzhe anzhade tʉna.","Años después, Obed fue el abuelo del rey David.",aprobado,lfb oraciones
lfb_MLY_p085_s012,Noemínzhe kawandzina bʉgui zen zhigaguazhi dzinukuantka.,Las amigas de Noemí estaban contentísimas.,aprobado,lfb oraciones
lfb_MLY_p085_s013,"Kʉzhika nanantka: “Minshangui, Jehovága mikawa awantka Rut, Na zumé nʉnka mawin. Iwa mʉkawa nʉnka ingui tuga.","Le decían: “Primero, Jehová te dio a Rut, que se ha portado muy bien contigo.Yahora tienes un nieto.",revisar,lfb oraciones
lfb_MLY_p085_s015,Anzhakujtsha ukuzhi Jehová memé nʉname”.,Alabemos a Jehová por eso”.,aprobado,lfb oraciones
lfb_MLY_p086_s001,Gedeónga uguminsha uka madianitandzina,Gedeón vence a los madianitas,aprobado,lfb oraciones
lfb_MLY_p086_s002,"Bʉgui dzuia anzhagi ukuemdzi, israelitandzinaga dzimasha awantka Jehová ukuemdzi ʉndua kunkujshina kuisa nʉnka gaguanumpana awantka.","Con el tiempo, los israelitas volvieron a dejar a Jehová y empezaron a adorar dioses falsos.",aprobado,lfb oraciones
lfb_MLY_p086_s003,"Kugua kʉgimba, shka Madián zhanandzinaga anzhangaka nanantka zhigawigandzina israelitandzinanzhe ingui ijkʉnaga dzinzhazhika ukua dzasisa uka nanantka.","Durante siete años, la gente de Madián les robaba los animales a los israelitas y destruía sus cosechas.",aprobado,lfb oraciones
lfb_MLY_p086_s004,"Ijkʉnambamdzi nʉnkua awega, israelitandzina dziskumga nanantka shimurruarga akʉjsa wana.","Para protegerse de ellos, los israelitas se escondían en cuevas y en las montañas.",aprobado,lfb oraciones
lfb_MLY_p086_s005,"Zhiwʉsigá, Jehovága tshui antshijshizha awantka ijkua awega.","Al final, le suplicaron a Jehová que los salvara.",aprobado,lfb oraciones
lfb_MLY_p086_s006,Ukuambarru Jehovága angasha awantka shkua ángel ñingui uguia awega ingui kuima Gedeón zhiganukaga: “Jehová manguga awantka ingui koshka dʉma nanega”.,Así que Jehová envió un ángel para decirle a un joven que se llamaba Gedeón: “Jehová te ha elegido para que seas un poderoso guerrero”.,aprobado,lfb oraciones
lfb_MLY_p086_s007,Gedeónga ashizha: “¿Inzhina ijkua awuʉnga Israel shka bʉgui anzhʉnga nanunarga nʉnerru?”.,Gedeón le preguntó: “¿Cómo voy a salvar yo a Israel si no soy una persona importante?”.,aprobado,lfb oraciones
lfb_MLY_p086_s008,Gedeónga agʉñi gʉntunʉnegi amsi nukantka nʉnai Jehovága anguga awantka nanu na.,Gedeón quería estar seguro de que Jehová lo había elegido a él.,aprobado,lfb oraciones
